replication_id,market_id,upstream_id,downstream_id,Z_u1,Z_u2,Z_d1,Z_d2,Z_match1,Z_match2,W_ij,matched
31,1,1,1,1.206113087,0.762213838,1.27810462,-0.730074497,0.479598567,0.914665755,0.898635147,0
31,1,1,2,1.206113087,0.762213838,-1.361565562,1.05300821,-1.310279615,0.037705284,-3.466168123,0
31,1,1,3,1.206113087,0.762213838,0.847688113,0.076926288,-0.052525356,-0.081922676,2.24408687,0
31,1,1,4,1.206113087,0.762213838,0.305491388,0.2826964,-1.178083564,0.314058263,-0.746073105,0
31,1,1,5,1.206113087,0.762213838,-0.457343698,0.577705828,-0.298883421,-0.325786351,-0.090024093,0
31,1,1,6,1.206113087,0.762213838,0.946984638,1.705344284,0.006942148,1.381486091,1.478066613,0
31,1,1,7,1.206113087,0.762213838,-1.114153231,-0.928679524,0.863726739,1.004256077,-4.894153575,0
31,1,1,8,1.206113087,0.762213838,-0.609087662,-0.270666791,1.942511829,-1.431023122,3.025841912,1
31,1,1,9,1.206113087,0.762213838,0.273404597,0.577619629,-1.38362955,0.701387728,-1.46648677,0
31,1,1,10,1.206113087,0.762213838,0.553603964,1.113581586,-0.3329657,-0.533526206,3.342685625,0
31,1,2,1,-0.819219119,-0.370088862,1.27810462,-0.730074497,-0.279576733,0.719606188,-3.40759593,0
31,1,2,2,-0.819219119,-0.370088862,-1.361565562,1.05300821,1.478303006,-2.603020805,8.330625781,0
31,1,2,3,-0.819219119,-0.370088862,0.847688113,0.076926288,-0.656251698,1.367759817,-4.823360294,0
31,1,2,4,-0.819219119,-0.370088862,0.305491388,0.2826964,0.440821938,-0.655451999,1.094262982,0
31,1,2,5,-0.819219119,-0.370088862,-0.457343698,0.577705828,0.95955652,-0.836677808,3.0615378,1
31,1,2,6,-0.819219119,-0.370088862,0.946984638,1.705344284,2.222372538,-1.222931076,2.169965462,0
31,1,2,7,-0.819219119,-0.370088862,-1.114153231,-0.928679524,-1.094394524,-0.144067676,1.534753006,0
31,1,2,8,-0.819219119,-0.370088862,-0.609087662,-0.270666791,-1.642522625,0.945674307,-2.385662577,0
31,1,2,9,-0.819219119,-0.370088862,0.273404597,0.577619629,0.918069091,0.172380228,-0.195303798,0
31,1,2,10,-0.819219119,-0.370088862,0.553603964,1.113581586,1.371986126,-0.739931195,1.326616402,0
31,1,3,1,-0.268376924,1.827935699,1.27810462,-0.730074497,-1.188807975,-0.283099522,-3.310430359,0
31,1,3,2,-0.268376924,1.827935699,-1.361565562,1.05300821,-0.445299105,1.10478362,0.963206159,0
31,1,3,3,-0.268376924,1.827935699,0.847688113,0.076926288,-0.482566251,0.40878045,-1.544202545,0
31,1,3,4,-0.268376924,1.827935699,0.305491388,0.2826964,0.217994374,0.185030975,0.459085009,0
31,1,3,5,-0.268376924,1.827935699,-0.457343698,0.577705828,-1.889528327,0.229629558,-0.519292793,0
31,1,3,6,-0.268376924,1.827935699,0.946984638,1.705344284,1.183087146,-0.491237564,6.333154169,0
31,1,3,7,-0.268376924,1.827935699,-1.114153231,-0.928679524,-0.314997808,-0.084881105,-2.093559246,0
31,1,3,8,-0.268376924,1.827935699,-0.609087662,-0.270666791,-0.020814449,-0.818069553,1.200112568,0
31,1,3,9,-0.268376924,1.827935699,0.273404597,0.577619629,-1.604933578,-1.05675298,1.945598723,0
31,1,3,10,-0.268376924,1.827935699,0.553603964,1.113581586,1.328667715,-0.661217974,5.407287907,1
31,1,4,1,-1.623576462,-0.410194923,1.27810462,-0.730074497,0.91409427,1.138993719,-5.064885043,0
31,1,4,2,-1.623576462,-0.410194923,-1.361565562,1.05300821,1.299736846,-1.692177536,8.457395581,1
31,1,4,3,-1.623576462,-0.410194923,0.847688113,0.076926288,-2.683714495,-0.321397306,-4.840824978,0
31,1,4,4,-1.623576462,-0.410194923,0.305491388,0.2826964,0.584501984,-0.228399284,-0.124617644,0
31,1,4,5,-1.623576462,-0.410194923,-0.457343698,0.577705828,-0.033827972,1.273717453,-1.451655949,0
31,1,4,6,-1.623576462,-0.410194923,0.946984638,1.705344284,-1.295143632,-0.848742052,-3.721948813,0
