replication_id,market_id,upstream_id,downstream_id,Z_u1,Z_u2,Z_d1,Z_d2,Z_match1,Z_match2,W_ij,matched
17,1,1,1,-1.179239653,-0.764003313,-0.788092782,-0.854414042,-1.263991069,-1.039066247,3.65200468,0
17,1,1,2,-1.179239653,-0.764003313,-0.245454512,-0.607303544,0.2272231,-0.840030478,3.182156323,0
17,1,1,3,-1.179239653,-0.764003313,0.658544558,-0.205227307,-0.434266007,-0.096754576,-1.558729051,0
17,1,1,4,-1.179239653,-0.764003313,0.288606389,-2.527031332,-0.011739497,-0.64566613,3.494911033,0
17,1,1,5,-1.179239653,-0.764003313,0.652434137,-1.630964863,1.406445291,-0.652332676,3.041452072,0
17,1,1,6,-1.179239653,-0.764003313,-1.467790705,-1.756125992,-0.262240807,-0.306938293,5.825918897,1
17,1,1,7,-1.179239653,-0.764003313,0.958489473,1.167667054,-0.417786702,0.26087434,-4.538265216,0
17,1,1,8,-1.179239653,-0.764003313,0.53733385,-0.184372884,0.717363867,-0.800027063,1.26141947,0
17,1,1,9,-1.179239653,-0.764003313,-1.365053436,2.064976364,-0.43150614,1.169522903,-1.917574843,0
17,1,1,10,-1.179239653,-0.764003313,1.146177729,0.131761945,-0.958661882,-0.220992047,-3.370914086,0
17,1,2,1,0.610302194,0.424818936,-0.788092782,-0.854414042,-0.633285888,0.203528546,-2.546749384,0
17,1,2,2,0.610302194,0.424818936,-0.245454512,-0.607303544,0.643081752,-0.343202298,0.642892424,1
17,1,2,3,0.610302194,0.424818936,0.658544558,-0.205227307,1.19132768,0.719945929,0.424481529,0
17,1,2,4,0.610302194,0.424818936,0.288606389,-2.527031332,0.553229832,-2.249421347,3.794050609,0
17,1,2,5,0.610302194,0.424818936,0.652434137,-1.630964863,0.713546561,-0.822539724,2.115692843,0
17,1,2,6,0.610302194,0.424818936,-1.467790705,-1.756125992,2.224799369,-0.475713082,0.265580395,0
17,1,2,7,0.610302194,0.424818936,0.958489473,1.167667054,2.082140098,0.640886989,2.71437319,0
17,1,2,8,0.610302194,0.424818936,0.53733385,-0.184372884,-0.479690819,1.267054609,-2.475415622,0
17,1,2,9,0.610302194,0.424818936,-1.365053436,2.064976364,0.507854649,1.629507115,-3.101488202,0
17,1,2,10,0.610302194,0.424818936,1.146177729,0.131761945,1.133660179,0.054155743,2.508340712,0
17,1,3,1,1.228203074,0.884408893,-0.788092782,-0.854414042,1.114770678,0.81783729,-3.590256921,0
17,1,3,2,1.228203074,0.884408893,-0.245454512,-0.607303544,1.975410217,0.027227268,0.512362724,0
17,1,3,3,1.228203074,0.884408893,0.658544558,-0.205227307,-1.598950022,-0.138392305,0.023230206,0
17,1,3,4,1.228203074,0.884408893,0.288606389,-2.527031332,1.243283703,0.174368041,-1.748911345,0
17,1,3,5,1.228203074,0.884408893,0.652434137,-1.630964863,0.649692567,1.211962105,-2.33524816,0
17,1,3,6,1.228203074,0.884408893,-1.467790705,-1.756125992,-0.292161946,-0.332317041,-5.562718142,0
17,1,3,7,1.228203074,0.884408893,0.958489473,1.167667054,0.21676598,-0.479251506,5.078751118,1
17,1,3,8,1.228203074,0.884408893,0.53733385,-0.184372884,-0.370619284,1.206721204,-1.708743046,0
17,1,3,9,1.228203074,0.884408893,-1.365053436,2.064976364,0.045665068,0.223095238,-1.014225872,0
17,1,3,10,1.228203074,0.884408893,1.146177729,0.131761945,-0.208560052,1.384351202,0.013012717,0
17,1,4,1,0.60571445,0.775879313,-0.788092782,-0.854414042,0.609542722,0.437599256,-2.214757431,0
17,1,4,2,0.60571445,0.775879313,-0.245454512,-0.607303544,-0.492929861,2.873021276,-7.243114488,0
17,1,4,3,0.60571445,0.775879313,0.658544558,-0.205227307,0.158453536,0.297429865,0.122526282,0
17,1,4,4,0.60571445,0.775879313,0.288606389,-2.527031332,0.316577848,-1.634336278,0.993869525,0
17,1,4,5,0.60571445,0.775879313,0.652434137,-1.630964863,1.928535837,-0.007795485,0.836356529,1
17,1,4,6,0.60571445,0.775879313,-1.467790705,-1.756125992,-0.712790718,0.652752897,-5.840233333,0
17,1,4,7,0.60571445,0.775879313,0.958489473,1.167667054,-0.11988826,0.648050675,1.104105305,0
17,1,4,8,0.60571445,0.775879313,0.53733385,-0.184372884,0.027443701,1.441540445,-2.419272095,0
17,1,4,9,0.60571445,0.775879313,-1.365053436,2.064976364,0.22545412,0.745322246,-0.515596891,0
17,1,4,10,0.60571445,0.775879313,1.146177729,0.131761945,-1.234709442,0.140616797,0.025916838,0
17,1,5,1,0.954619126,1.156500668,-0.788092782,-0.854414042,-0.614253699,0.781606661,-5.164319521,0
17,1,5,2,0.954619126,1.156500668,-0.245454512,-0.607303544,-0.236369329,0.740878866,-3.240278637,0
17,1,5,3,0.954619126,1.156500668,0.658544558,-0.205227307,-0.791107208,-0.188533791,0.487260557,0
17,1,5,4,0.954619126,1.156500668,0.288606389,-2.527031332,-0.782694405,-1.089561907,-2.436322366,0
17,1,5,5,0.954619126,1.156500668,0.652434137,-1.630964863,1.216139728,-1.671356494,2.975186998,0
17,1,5,6,0.954619126,1.156500668,-1.467790705,-1.756125992,-0.322656491,-0.506210194,-5.159039587,0
17,1,5,7,0.954619126,1.156500668,0.958489473,1.167667054,0.463912183,0.120676719,4.078155102,0
17,1,5,8,0.954619126,1.156500668,0.53733385,-0.184372884,-0.486070619,-0.775483971,1.770954618,1
17,1,5,9,0.954619126,1.156500668,-1.365053436,2.064976364,-0.876953343,-0.362686325,0.824426887,0
17,1,5,10,0.954619126,1.156500668,1.146177729,0.131761945,-0.682900669,0.59524829,0.543503279,0
17,1,6,1,0.376437058,0.366297105,-0.788092782,-0.854414042,1.018677546,1.440828366,-2.925767927,0
17,1,6,2,0.376437058,0.366297105,-0.245454512,-0.607303544,0.362617751,0.804886468,-1.765631829,0
17,1,6,3,0.376437058,0.366297105,0.658544558,-0.205227307,-0.727316475,-1.434897244,2.525517912,1
17,1,6,4,0.376437058,0.366297105,0.288606389,-2.527031332,-0.289559246,0.316421231,-2.093583818,0
17,1,6,5,0.376437058,0.366297105,0.652434137,-1.630964863,-0.882499253,-1.435233563,1.583042088,0
17,1,6,6,0.376437058,0.366297105,-1.467790705,-1.756125992,-0.809348151,0.099051204,-3.077407989,0
17,1,6,7,0.376437058,0.366297105,0.958489473,1.167667054,-0.877163232,-0.153732516,0.793493307,0
17,1,6,8,0.376437058,0.366297105,0.53733385,-0.184372884,-1.134757781,0.670813821,-2.173143555,0
17,1,6,9,0.376437058,0.366297105,-1.365053436,2.064976364,-0.083803053,0.649568086,-1.276060329,0
17,1,6,10,0.376437058,0.366297105,1.146177729,0.131761945,1.214255732,1.311669012,-0.47375872,0
17,1,7,1,0.089244767,0.900003325,-0.788092782,-0.854414042,1.08917502,1.351225878,-2.907406268,0
17,1,7,2,0.089244767,0.900003325,-0.245454512,-0.607303544,0.327689359,1.128188465,-2.792361446,0
17,1,7,3,0.089244767,0.900003325,0.658544558,-0.205227307,-1.705865421,1.572450644,-5.010281286,0
17,1,7,4,0.089244767,0.900003325,0.288606389,-2.527031332,-0.688738399,-0.101897218,-3.844935643,0
17,1,7,5,0.089244767,0.900003325,0.652434137,-1.630964863,0.072721596,-1.249767464,0.486898492,0
17,1,7,6,0.089244767,0.900003325,-1.467790705,-1.756125992,0.503121756,0.552434962,-3.234512296,0
17,1,7,7,0.089244767,0.900003325,0.958489473,1.167667054,-1.362996034,0.695831625,-1.007222597,0
17,1,7,8,0.089244767,0.900003325,0.53733385,-0.184372884,-0.705812403,1.267127577,-3.393063401,0
17,1,7,9,0.089244767,0.900003325,-1.365053436,2.064976364,-0.3838289,0.020000955,2.120249827,0
17,1,7,10,0.089244767,0.900003325,1.146177729,0.131761945,-0.14774908,-0.199854999,0.634420931,1
17,1,8,1,-0.44859303,-0.25209443,-0.788092782,-0.854414042,-0.75081919,0.769865565,-1.26039493,0
17,1,8,2,-0.44859303,-0.25209443,-0.245454512,-0.607303544,-1.213589108,0.944695303,-2.653114587,0
17,1,8,3,-0.44859303,-0.25209443,0.658544558,-0.205227307,0.583321166,0.743855892,-1.417622623,0
17,1,8,4,-0.44859303,-0.25209443,0.288606389,-2.527031332,-1.420647371,-0.568167591,0.412329968,1
17,1,8,5,-0.44859303,-0.25209443,0.652434137,-1.630964863,0.290934322,-0.020170696,0.362656638,0
17,1,8,6,-0.44859303,-0.25209443,-1.467790705,-1.756125992,-0.297799743,1.065556638,-0.447967286,0
17,1,8,7,-0.44859303,-0.25209443,0.958489473,1.167667054,0.500241512,-0.07769818,-0.645849065,0
17,1,8,8,-0.44859303,-0.25209443,0.53733385,-0.184372884,-0.429304924,0.07677704,-0.995228379,0
17,1,8,9,-0.44859303,-0.25209443,-1.365053436,2.064976364,-1.06209657,-0.062139879,-0.493963458,0
17,1,8,10,-0.44859303,-0.25209443,1.146177729,0.131761945,1.54529371,-0.036464123,0.540062596,0
17,1,9,1,-2.317099071,0.248776928,-0.788092782,-0.854414042,0.13471744,-1.077171421,5.622400637,0
17,1,9,2,-2.317099071,0.248776928,-0.245454512,-0.607303544,-1.311471021,-0.047712937,-0.305184967,0
17,1,9,3,-2.317099071,0.248776928,0.658544558,-0.205227307,0.154381538,1.957723873,-6.889475902,0
17,1,9,4,-2.317099071,0.248776928,0.288606389,-2.527031332,0.801853048,0.072457848,-1.623522476,0
17,1,9,5,-2.317099071,0.248776928,0.652434137,-1.630964863,1.351911873,-0.541729813,-1.196757209,0
17,1,9,6,-2.317099071,0.248776928,-1.467790705,-1.756125992,-1.275914143,-0.544427655,5.959648682,0
17,1,9,7,-2.317099071,0.248776928,0.958489473,1.167667054,-0.398310588,0.229272164,-4.862952121,0
17,1,9,8,-2.317099071,0.248776928,0.53733385,-0.184372884,-0.762686487,-0.148659013,-3.024281569,0
17,1,9,9,-2.317099071,0.248776928,-1.365053436,2.064976364,-0.622001364,-0.697679734,7.869863915,1
17,1,9,10,-2.317099071,0.248776928,1.146177729,0.131761945,1.063433413,-0.41081423,-3.377383831,0
17,1,10,1,-1.041150225,-1.900451539,-0.788092782,-0.854414042,-0.112495074,1.037722348,1.888764906,1
17,1,10,2,-1.041150225,-1.900451539,-0.245454512,-0.607303544,0.552523842,0.968017837,0.858824643,0
17,1,10,3,-1.041150225,-1.900451539,0.658544558,-0.205227307,-0.566712167,0.648590244,-2.650143456,0
17,1,10,4,-1.041150225,-1.900451539,0.288606389,-2.527031332,0.488690107,2.195649908,2.700175953,0
17,1,10,5,-1.041150225,-1.900451539,0.652434137,-1.630964863,-1.364334103,-0.726114082,3.37868469,0
17,1,10,6,-1.041150225,-1.900451539,-1.467790705,-1.756125992,-1.657427322,0.754647534,4.895807372,0
17,1,10,7,-1.041150225,-1.900451539,0.958489473,1.167667054,-0.0222472,-0.400133528,-4.546485182,0
17,1,10,8,-1.041150225,-1.900451539,0.53733385,-0.184372884,1.748566101,-1.5032558,4.161774782,0
17,1,10,9,-1.041150225,-1.900451539,-1.365053436,2.064976364,-0.547568263,-0.585281305,-2.421135534,0
17,1,10,10,-1.041150225,-1.900451539,1.146177729,0.131761945,-0.932065926,1.640528289,-6.975419689,0
17,2,1,1,0.147122462,1.673676171,-0.176553506,0.438183004,0.335930687,-0.608659592,2.601364578,0
17,2,1,2,0.147122462,1.673676171,0.890945664,-0.533909187,-1.27154224,0.297052975,-2.943878576,0
