replication_id,market_id,upstream_id,downstream_id,Z_u1,Z_u2,Z_d1,Z_d2,Z_match1,Z_match2,W_ij,matched
26,1,1,1,-0.98168871,-0.957085809,2.175994644,-0.189745768,0.320309074,-0.052215695,-3.575153813,0
26,1,1,2,-0.98168871,-0.957085809,-0.049019491,0.382133705,0.501461442,-0.358583351,0.766269787,0
26,1,1,3,-0.98168871,-0.957085809,2.786400934,0.191544744,-0.91654618,-1.729238036,-3.203813916,0
26,1,1,4,-0.98168871,-0.957085809,0.056030556,-0.514405077,-0.44779301,-0.077139682,0.334971924,0
26,1,1,5,-0.98168871,-0.957085809,-1.032647096,-0.773538411,-1.767401008,-0.204641639,1.779872214,0
26,1,1,6,-0.98168871,-0.957085809,1.244935819,-0.445585648,0.712908515,-0.014958284,-1.061758242,0
26,1,1,7,-0.98168871,-0.957085809,0.237711549,1.061663956,1.034236387,1.132658929,-3.221954219,0
26,1,1,8,-0.98168871,-0.957085809,0.20579152,-0.177502335,0.201054897,-0.770354166,1.592544256,0
26,1,1,9,-0.98168871,-0.957085809,-0.029105568,0.260577284,-0.935818653,-0.412908494,-0.426948681,1
26,1,1,10,-0.98168871,-0.957085809,-0.103634588,-0.483607191,-0.134084377,0.701612876,-0.63955595,0
26,1,2,1,-0.219336849,0.556204685,2.175994644,-0.189745768,-0.66156867,1.149423144,-4.073272806,0
26,1,2,2,-0.219336849,0.556204685,-0.049019491,0.382133705,-0.45716698,-0.443788582,0.770730581,0
26,1,2,3,-0.219336849,0.556204685,2.786400934,0.191544744,-1.264082065,-1.050532769,-0.225530205,0
26,1,2,4,-0.219336849,0.556204685,0.056030556,-0.514405077,-0.974495048,0.967273285,-3.36279252,0
26,1,2,5,-0.219336849,0.556204685,-1.032647096,-0.773538411,-0.096712301,0.031547057,-0.352179826,0
26,1,2,6,-0.219336849,0.556204685,1.244935819,-0.445585648,1.226799357,-0.528421391,1.3657663,1
26,1,2,7,-0.219336849,0.556204685,0.237711549,1.061663956,0.2662887,0.085617585,0.876529425,0
26,1,2,8,-0.219336849,0.556204685,0.20579152,-0.177502335,-0.156484103,0.248074704,-0.891000283,0
26,1,2,9,-0.219336849,0.556204685,-0.029105568,0.260577284,0.013450907,0.606853365,-0.970086515,0
26,1,2,10,-0.219336849,0.556204685,-0.103634588,-0.483607191,1.13945762,-0.002547491,0.786537492,0
26,1,3,1,-1.229809355,-1.32874549,2.175994644,-0.189745768,0.317065262,-1.811855408,-1.033155313,0
26,1,3,2,-1.229809355,-1.32874549,-0.049019491,0.382133705,0.932579595,-1.050602889,2.392716975,0
26,1,3,3,-1.229809355,-1.32874549,2.786400934,0.191544744,0.466488437,-1.579353587,-3.61005958,0
26,1,3,4,-1.229809355,-1.32874549,0.056030556,-0.514405077,0.207271665,0.699734529,-0.304741057,0
26,1,3,5,-1.229809355,-1.32874549,-1.032647096,-0.773538411,-0.252915399,0.732175859,2.364404513,0
26,1,3,6,-1.229809355,-1.32874549,1.244935819,-0.445585648,0.153179101,1.683335219,-5.38745389,0
26,1,3,7,-1.229809355,-1.32874549,0.237711549,1.061663956,0.047323089,2.407391963,-7.468162403,0
26,1,3,8,-1.229809355,-1.32874549,0.20579152,-0.177502335,-1.111882225,0.397132607,-2.058532971,0
26,1,3,9,-1.229809355,-1.32874549,-0.029105568,0.260577284,-0.64035912,0.820435855,-2.729003567,0
26,1,3,10,-1.229809355,-1.32874549,-0.103634588,-0.483607191,1.697225418,-0.849025148,4.614063598,1
26,1,4,1,0.487196199,1.923710565,2.175994644,-0.189745768,0.998747469,-0.585446379,3.742388959,0
26,1,4,2,0.487196199,1.923710565,-0.049019491,0.382133705,-0.190079967,-0.166090403,1.197008587,0
26,1,4,3,0.487196199,1.923710565,2.786400934,0.191544744,-0.023131561,-1.147698609,5.540028516,0
26,1,4,4,0.487196199,1.923710565,0.056030556,-0.514405077,0.602756813,-0.245180148,-0.336636864,0
26,1,4,5,0.487196199,1.923710565,-1.032647096,-0.773538411,-0.986451882,0.519763509,-5.264278401,0
26,1,4,6,0.487196199,1.923710565,1.244935819,-0.445585648,-0.692239207,1.39452653,-3.554002997,0
26,1,4,7,0.487196199,1.923710565,0.237711549,1.061663956,-0.333626441,-0.638224235,4.237947611,1
26,1,4,8,0.487196199,1.923710565,0.20579152,-0.177502335,-0.76355541,-0.57350633,0.071784266,0
26,1,4,9,0.487196199,1.923710565,-0.029105568,0.260577284,-0.006250293,-0.586698182,1.890698738,0
26,1,4,10,0.487196199,1.923710565,-0.103634588,-0.483607191,-0.389865891,0.512252555,-2.910832151,0
26,1,5,1,0.660894719,-0.387482674,2.175994644,-0.189745768,1.821468397,-0.461658607,5.731277142,0
26,1,5,2,0.660894719,-0.387482674,-0.049019491,0.382133705,0.53873855,-0.371398547,0.994636915,0
26,1,5,3,0.660894719,-0.387482674,2.786400934,0.191544744,0.573117353,-0.720582495,5.58598726,0
26,1,5,4,0.660894719,-0.387482674,0.056030556,-0.514405077,0.062198471,-0.676979275,1.7892022,0
26,1,5,5,0.660894719,-0.387482674,-1.032647096,-0.773538411,1.017778053,-1.828693969,3.759823066,1
26,1,5,6,0.660894719,-0.387482674,1.244935819,-0.445585648,-0.332086684,-0.925167575,3.42277656,0
26,1,5,7,0.660894719,-0.387482674,0.237711549,1.061663956,1.361794448,-0.482694499,2.024323479,0
26,1,5,8,0.660894719,-0.387482674,0.20579152,-0.177502335,-0.402048633,0.885725827,-1.798318611,0
26,1,5,9,0.660894719,-0.387482674,-0.029105568,0.260577284,0.755456537,-0.190891035,0.9473134,0
26,1,5,10,0.660894719,-0.387482674,-0.103634588,-0.483607191,0.074700185,-1.212925064,2.64465132,0
26,1,6,1,0.466049841,-0.338668366,2.175994644,-0.189745768,0.117567333,-1.734993763,5.712190107,1
26,1,6,2,0.466049841,-0.338668366,-0.049019491,0.382133705,-1.008975728,-0.852113418,0.455435161,0
26,1,6,3,0.466049841,-0.338668366,2.786400934,0.191544744,-0.361718197,2.942984795,-3.747789583,0
26,1,6,4,0.466049841,-0.338668366,0.056030556,-0.514405077,1.096787165,1.091006121,-0.771679922,0
26,1,6,5,0.466049841,-0.338668366,-1.032647096,-0.773538411,-0.697649611,1.155489274,-3.578198702,0
26,1,6,6,0.466049841,-0.338668366,1.244935819,-0.445585648,-0.489145858,-0.242820547,1.383258161,0
26,1,6,7,0.466049841,-0.338668366,0.237711549,1.061663956,-0.516443908,-1.715716526,2.597232008,0
26,1,6,8,0.466049841,-0.338668366,0.20579152,-0.177502335,0.92643514,0.461144684,0.286135621,0
26,1,6,9,0.466049841,-0.338668366,-0.029105568,0.260577284,-0.613260911,0.640452882,-2.05366989,0
26,1,6,10,0.466049841,-0.338668366,-0.103634588,-0.483607191,-0.644336309,-1.291800761,2.088341134,0
26,1,7,1,0.180416972,-0.14863129,2.175994644,-0.189745768,-1.068730772,-0.872878808,1.504502811,0
26,1,7,2,0.180416972,-0.14863129,-0.049019491,0.382133705,0.564750737,-1.970082163,4.402031628,1
26,1,7,3,0.180416972,-0.14863129,2.786400934,0.191544744,0.64216139,-1.371091116,4.347067346,0
26,1,7,4,0.180416972,-0.14863129,0.056030556,-0.514405077,0.108181863,-1.918624708,4.08033404,0
26,1,7,5,0.180416972,-0.14863129,-1.032647096,-0.773538411,-1.273764895,-0.40009974,-0.673721521,0
26,1,7,6,0.180416972,-0.14863129,1.244935819,-0.445585648,-0.039133538,0.03721454,0.434994437,0
26,1,7,7,0.180416972,-0.14863129,0.237711549,1.061663956,-0.25584987,-0.346779035,0.286787872,0
26,1,7,8,0.180416972,-0.14863129,0.20579152,-0.177502335,-0.47690612,-0.12115319,-0.120769573,0
26,1,7,9,0.180416972,-0.14863129,-0.029105568,0.260577284,2.367102739,0.733716066,0.831073423,0
26,1,7,10,0.180416972,-0.14863129,-0.103634588,-0.483607191,1.060238617,-0.613338395,2.357339271,0
26,1,8,1,0.124557656,0.288307465,2.175994644,-0.189745768,-1.058915409,1.374072188,-3.347043882,0
26,1,8,2,0.124557656,0.288307465,-0.049019491,0.382133705,0.341632673,0.7583287,-1.021978232,0
26,1,8,3,0.124557656,0.288307465,2.786400934,0.191544744,0.20656199,0.912674293,-0.841815787,0
26,1,8,4,0.124557656,0.288307465,0.056030556,-0.514405077,0.594195868,-1.354357875,3.094409453,1
26,1,8,5,0.124557656,0.288307465,-1.032647096,-0.773538411,-3.151182608,-0.875769876,-1.991416408,0
26,1,8,6,0.124557656,0.288307465,1.244935819,-0.445585648,0.148227746,0.181052624,-0.09644343,0
26,1,8,7,0.124557656,0.288307465,0.237711549,1.061663956,0.367743868,-0.469232632,1.824555186,0
26,1,8,8,0.124557656,0.288307465,0.20579152,-0.177502335,-0.440321578,-0.841399491,1.21698035,0
26,1,8,9,0.124557656,0.288307465,-0.029105568,0.260577284,-1.281301472,-0.277914185,-0.620034179,0
26,1,8,10,0.124557656,0.288307465,-0.103634588,-0.483607191,1.08895952,0.002571983,0.848857246,0
26,1,9,1,0.157713798,-1.145558944,2.175994644,-0.189745768,-0.871456944,-0.221270265,0.583499789,0
26,1,9,2,0.157713798,-1.145558944,-0.049019491,0.382133705,-0.560916149,-0.369041557,-0.494930159,0
26,1,9,3,0.157713798,-1.145558944,2.786400934,0.191544744,0.883012298,0.503113721,0.426553916,0
