replication_id,market_id,upstream_id,downstream_id,Z_u1,Z_u2,Z_d1,Z_d2,Z_match1,Z_match2,W_ij,matched
21,1,1,1,0.516798201,-0.574673351,-2.101982032,-0.562189792,-1.708085896,-0.560819904,-2.274433915,0
21,1,1,2,0.516798201,-0.574673351,0.867500419,0.933319954,0.297850545,0.300170258,-0.210375817,0
21,1,1,3,0.516798201,-0.574673351,-0.850312558,-0.379139835,0.176618895,-1.157067085,1.938695403,0
21,1,1,4,0.516798201,-0.574673351,-0.069009976,-1.415091624,-1.289029388,1.905867287,-3.952269256,0
21,1,1,5,0.516798201,-0.574673351,1.590423317,-0.521220886,-0.08653862,0.504723646,0.997167536,0
21,1,1,6,0.516798201,-0.574673351,-0.754192899,-1.235519885,-0.570635801,0.718467331,-1.722071002,0
21,1,1,7,0.516798201,-0.574673351,1.78064717,-0.469098834,1.245816459,1.072025153,1.346604559,1
21,1,1,8,0.516798201,-0.574673351,0.42068124,0.182673371,-0.310966171,-0.042454503,0.051291174,0
21,1,1,9,0.516798201,-0.574673351,-1.490784965,1.198801186,-0.940673068,0.711645826,-4.938213339,0
21,1,1,10,0.516798201,-0.574673351,1.36128135,-0.661269713,-0.491450273,0.169000686,1.147584984,0
21,1,2,1,-0.324806976,-0.594213199,-2.101982032,-0.562189792,-0.199237938,0.218438994,1.23045182,0
21,1,2,2,-0.324806976,-0.594213199,0.867500419,0.933319954,-0.188807981,-0.006338817,-1.571557274,0
21,1,2,3,-0.324806976,-0.594213199,-0.850312558,-0.379139835,0.142085911,-0.053446201,1.139288054,0
21,1,2,4,-0.324806976,-0.594213199,-0.069009976,-1.415091624,-0.913057578,-0.333144624,1.059360693,1
21,1,2,5,-0.324806976,-0.594213199,1.590423317,-0.521220886,0.909802933,0.095493457,0.150229337,0
21,1,2,6,-0.324806976,-0.594213199,-0.754192899,-1.235519885,-0.581565195,0.513792765,-0.017973161,0
21,1,2,7,-0.324806976,-0.594213199,1.78064717,-0.469098834,-0.985533066,-0.764347257,-0.195454718,0
21,1,2,8,-0.324806976,-0.594213199,0.42068124,0.182673371,0.377515963,1.377675754,-2.813936339,0
21,1,2,9,-0.324806976,-0.594213199,-1.490784965,1.198801186,0.119866289,1.206544453,-2.393303137,0
21,1,2,10,-0.324806976,-0.594213199,1.36128135,-0.661269713,-0.247813502,0.236895491,-1.016509054,0
21,1,3,1,-0.093335531,1.095788217,-2.101982032,-0.562189792,-0.679088013,1.09707449,-3.404919202,0
21,1,3,2,-0.093335531,1.095788217,0.867500419,0.933319954,-0.700846132,0.839301864,-1.007305571,1
21,1,3,3,-0.093335531,1.095788217,-0.850312558,-0.379139835,-2.02292051,1.057398964,-4.602175135,0
21,1,3,4,-0.093335531,1.095788217,-0.069009976,-1.415091624,0.785162188,-0.403716719,-0.720483302,0
21,1,3,5,-0.093335531,1.095788217,1.590423317,-0.521220886,0.964436483,1.558092537,-3.305356158,0
21,1,3,6,-0.093335531,1.095788217,-0.754192899,-1.235519885,1.081818522,0.675594808,-2.159387304,0
21,1,3,7,-0.093335531,1.095788217,1.78064717,-0.469098834,1.287702491,1.431949698,-2.679641664,0
21,1,3,8,-0.093335531,1.095788217,0.42068124,0.182673371,-1.245861048,1.383755,-3.791643071,0
21,1,3,9,-0.093335531,1.095788217,-1.490784965,1.198801186,-0.818253822,0.290910138,0.848660637,0
21,1,3,10,-0.093335531,1.095788217,1.36128135,-0.661269713,-0.398285714,0.288251931,-2.315818749,0
21,1,4,1,0.095922231,0.465270367,-2.101982032,-0.562189792,-1.04058902,0.101325579,-2.038849164,0
21,1,4,2,0.095922231,0.465270367,0.867500419,0.933319954,-0.077739431,1.288735081,-1.837415268,0
21,1,4,3,0.095922231,0.465270367,-0.850312558,-0.379139835,-0.261923429,1.108704843,-2.907064663,0
21,1,4,4,0.095922231,0.465270367,-0.069009976,-1.415091624,-1.80167579,-0.493560555,-1.815394159,0
21,1,4,5,0.095922231,0.465270367,1.590423317,-0.521220886,0.053557955,-2.22649692,4.447902751,1
21,1,4,6,0.095922231,0.465270367,-0.754192899,-1.235519885,0.769313465,0.929027775,-2.095706,0
21,1,4,7,0.095922231,0.465270367,1.78064717,-0.469098834,0.785216477,1.045352916,-1.291268738,0
21,1,4,8,0.095922231,0.465270367,0.42068124,0.182673371,-0.181141456,0.209709972,-0.392367274,0
21,1,4,9,0.095922231,0.465270367,-1.490784965,1.198801186,1.525794509,-0.901165515,3.878776702,0
21,1,4,10,0.095922231,0.465270367,1.36128135,-0.661269713,0.461701219,2.742321588,-5.223291471,0
21,1,5,1,0.108246098,0.991909662,-2.101982032,-0.562189792,-0.922925713,0.972434702,-4.159320053,0
21,1,5,2,0.108246098,0.991909662,0.867500419,0.933319954,-1.009893054,1.906172065,-3.245776494,0
21,1,5,3,0.108246098,0.991909662,-0.850312558,-0.379139835,1.042453936,-1.030080582,2.35442037,0
21,1,5,4,0.108246098,0.991909662,-0.069009976,-1.415091624,1.335191247,-0.729616074,0.674018691,0
21,1,5,5,0.108246098,0.991909662,1.590423317,-0.521220886,0.335516102,-0.008680326,-0.078315058,0
21,1,5,6,0.108246098,0.991909662,-0.754192899,-1.235519885,0.124719261,0.286192388,-2.44922856,0
21,1,5,7,0.108246098,0.991909662,1.78064717,-0.469098834,-0.495225259,0.978631994,-2.764948529,0
21,1,5,8,0.108246098,0.991909662,0.42068124,0.182673371,0.286434603,0.661691551,-0.674081071,0
21,1,5,9,0.108246098,0.991909662,-1.490784965,1.198801186,0.486830958,-0.533965248,3.015671862,0
21,1,5,10,0.108246098,0.991909662,1.36128135,-0.661269713,1.312440666,-0.55055377,1.724375269,1
21,1,6,1,-0.77005241,-0.184172019,-2.101982032,-0.562189792,0.633149514,-0.433948229,4.893628074,0
21,1,6,2,-0.77005241,-0.184172019,0.867500419,0.933319954,-0.875188806,-0.743233451,-0.982600611,0
21,1,6,3,-0.77005241,-0.184172019,-0.850312558,-0.379139835,-0.032441826,1.746846172,-2.11182328,0
21,1,6,4,-0.77005241,-0.184172019,-0.069009976,-1.415091624,-1.055255287,-0.578066032,0.598089797,0
21,1,6,5,-0.77005241,-0.184172019,1.590423317,-0.521220886,0.67401962,1.619063572,-4.869534686,0
21,1,6,6,-0.77005241,-0.184172019,-0.754192899,-1.235519885,0.317032826,-0.18855815,2.197007533,1
21,1,6,7,-0.77005241,-0.184172019,1.78064717,-0.469098834,0.09529237,-0.733712698,-1.050073203,0
21,1,6,8,-0.77005241,-0.184172019,0.42068124,0.182673371,1.718984022,-0.281959661,1.584545154,0
21,1,6,9,-0.77005241,-0.184172019,-1.490784965,1.198801186,-1.506853187,1.232336431,-2.006739393,0
21,1,6,10,-0.77005241,-0.184172019,1.36128135,-0.661269713,1.075619779,-0.446017999,0.053820877,0
21,1,7,1,-1.028205275,-0.258173496,-2.101982032,-0.562189792,1.032081121,-1.560886439,8.69410578,0
21,1,7,2,-1.028205275,-0.258173496,0.867500419,0.933319954,0.053278486,1.375563015,-4.84322227,0
21,1,7,3,-1.028205275,-0.258173496,-0.850312558,-0.379139835,0.824604616,-1.996754297,6.71353071,1
21,1,7,4,-1.028205275,-0.258173496,-0.069009976,-1.415091624,-0.757000055,1.127875139,-2.322828761,0
21,1,7,5,-1.028205275,-0.258173496,1.590423317,-0.521220886,0.835109791,-0.116309595,-2.000986178,0
21,1,7,6,-1.028205275,-0.258173496,-0.754192899,-1.235519885,-1.033782249,1.093805159,-1.1919946,0
21,1,7,7,-1.028205275,-0.258173496,1.78064717,-0.469098834,0.66235389,0.786787021,-4.391298447,0
21,1,7,8,-1.028205275,-0.258173496,0.42068124,0.182673371,0.121167122,0.675328366,-2.165325083,0
21,1,7,9,-1.028205275,-0.258173496,-1.490784965,1.198801186,1.117582984,-1.227086277,6.173173426,0
21,1,7,10,-1.028205275,-0.258173496,1.36128135,-0.661269713,-0.227599422,-0.066931473,-2.637006335,0
21,1,8,1,-0.067174866,0.35318372,-2.101982032,-0.562189792,0.56588605,-0.415746141,1.381944633,0
21,1,8,2,-0.067174866,0.35318372,0.867500419,0.933319954,1.957619581,0.763752443,0.808016366,0
21,1,8,3,-0.067174866,0.35318372,-0.850312558,-0.379139835,0.281331619,-0.737352377,1.669416612,0
